Report Number,Date,Time,Collision Day of Week,Primary Road,Secondary Road,X,Y,Latitude,Longitude,Highest Degree of Injury,Number Injured,Number Killed,Party at Fault,Primary Collision Factor,Hit and Run,Collision Type,Involved With,Pedestrian Action,Violation,Violation Subsection,Weather,Road Condition1,Lighting,Right of Way Controls,Party Type 1,Party Age 1,Party Sex 1,Movement Preceding Collision 1,special information 1,Associated Cause - Factor 1 1,Party Sobriety 1 1,Party Type 2,Party Age 2,Party Sex 2,Movement Preceding Collision 2,special information 2,Associated Cause - Factor 1 2,Party Sobriety 1 2,Safety Equipment 2
201800030506,8/3/2018,21:42,Friday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Property Damage Only,0,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,17,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,63,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000041155,8/30/2010,07:47,Monday,FOOTHILL RD,JORGENSEN LN,6153615,2064949,37.65753575,-121.9098429,Complaint of Pain,3,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,17,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,45,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Shoulder Harness Not Used
201100039262,8/30/2011,07:40,Tuesday,VALLEY AV,HANSEN DR,6156950.238,2068843.737,37.66832467,-121.8984541,Property Damage Only,0,0,1,Unsafe Speed,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,22350,,Clear,Reduced Roadway Width,Daylight,None,Driver,43,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Parked Vehicle,,Not Stated,Parked,Not Stated,None Apparent,Not Applicable,Not Stated
2012-00032463,8/30/2012,14:06,Thursday,EL CHARRO RD,STONERIDGE DR,6171598,2079218,37.69741331,-121.848279,Property Damage Only,0,0,1,Auto R/W Violation,No,Hit Object,Fixed Object,No Pedestrian Involved,21802,,Clear,Construction or Repair Zone,Daylight,Functioning,Driver,,Not Stated,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,,Not Stated,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Not Stated
201300030451,8/30/2013,08:09,Friday,OWENS DR,WILLOW RD,6157170,2080341,37.69985355,-121.8981361,Other Visible Injury,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,50,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,46,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030453,8/30/2013,08:17,Friday,FOOTHILL RD,HIGHLAND OAKS DR,6149851,2073131,37.67977613,-121.9232256,Complaint of Pain,3,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21801,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,57,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,50,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030508,8/30/2013,14:49,Friday,BERNAL AV,KOLL CENTER DR,6156328.928,2064795.716,37.65726325,-121.9002825,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,17,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,53,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030514,8/30/2013,15:20,Friday,FOOTHILL RD,OFF RAMP WB I580 TO FOOTHILL RD,6146410,2080447,37.69982731,-121.9352362,Property Damage Only,0,0,,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,29,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,49,Male,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030569,8/30/2013,22:05,Friday,BERNAL AV,FIRST ST,6162897,2064343,37.65623465,-121.8776746,Complaint of Pain,1,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,24,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,20,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400034149,8/30/2014,20:00,Saturday,KOTTINGER DR,AMARAL CI (W),6165920,2065891,37.66048577,-121.8672322,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dusk - Dawn,No Controls Present / Factor,Driver,,,Proceeding Straight,Cell Phone Not In Use,None Apparent,Impairment Not Known,Parked Vehicle,,,Parked,Cell Phone Not In Use,None Apparent,Not Applicable,
201600032206,8/30/2016,,Tuesday,PETERS AV,ST MARYS ST,6163262.698,2066656.97,37.66258927,-121.8764116,Property Damage Only,0,0,1,Improper Turning,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,,,Making Right Turn,,None Apparent,Impairment Not Known,Parked Vehicle,,,Parked,Cell Phone Not In Use,None Apparent,Not Applicable,
201600032137,8/30/2016,17:21,Tuesday,CALLE REYNOSO,HANSEN DR,6155530.085,2068913.026,37.66842174,-121.9032272,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,19,Male,Making Left Turn,Cell Phone Not In Use,Other,Impairment Not Known,,,,,,,,
201700033595,8/30/2017,05:17,Wednesday,SANTA RITA RD,ROSEWOOD DR,6164245.479,2079377.183,37.69749506,-121.8737019,Property Damage Only,0,0,1,Driving Under Influence,No,Hit Object,Fixed Object,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,49,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HBD Under Influence,,,,,,,,
201700033682,8/30/2017,11:53,Wednesday,ROSEWOOD DR,SANTA RITA RD,6163655.894,2079688.947,37.69835122,-121.8757396,Complaint of Pain,2,0,1,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,22,Female,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,42,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700033763,8/30/2017,18:31,Wednesday,KIRKCALDY CT,KIRKCALDY ST,6167648,2080189,37.69988967,-121.8619567,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,18,Male,Ran Off Road,Cell Phone Not In Use,None Apparent,Impairment Not Known,,,,,,,,
201800033951,8/30/2018,12:16,Thursday,HOPYARD RD,OWENS DR,6155339.487,2079946.593,37.69877043,-121.9044627,Complaint of Pain,1,0,1,Unsafe Starting or Backing,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,Functioning,Driver,48,Male,Stopped In Road,Cell Phone Handheld In Use,None Apparent,HNBD,Driver,43,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000041329,8/31/2010,06:54,Tuesday,HACIENDA DR,OFF RAMP WB I580 TO HACIENDA DR,6160108.287,2081395.985,37.70303906,-121.8880012,Property Damage Only,0,0,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,,Clear,No Unusual Condition,Daylight,None,Driver,,Not Stated,Proceeding Straight,Not Stated,Not Stated,Impairment Not Known,Driver,62,Not Stated,Making Left Turn,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201000041435,8/31/2010,16:20,Tuesday,BOULDER ST,VALLEY AV,6168062.979,2070514.772,37.6733639,-121.8600123,Other Visible Injury,1,0,,Traffic Signals and Signs,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk at Intersection,21453,,Clear,No Unusual Condition,Daylight,Functioning,Driver,48,Male,Making Right Turn,Not Stated,Not Stated,HNBD,Pedestrian,53,Female,Proceeding Straight,Not Stated,Not Stated,HNBD,Not Stated
201100039533,8/31/2011,14:58,Wednesday,FOOTHILL RD,EQUUS CT,6151020.552,2068602.218,37.6674558,-121.9188494,Property Damage Only,0,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,29,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,48,Female,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
2012-00032541,8/31/2012,06:29,Friday,FOOTHILL RD,MUIRWOOD DR (N),6148320.945,2074583.844,37.68376591,-121.9285124,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,None,Driver,18,Male,Proceeding Straight,Cell Phone Not In Use,Other,HNBD,,,,,,,,
201300030637,8/31/2013,11:13,Saturday,HOPYARD RD,STONERIDGE DR,6155556.041,2077772.766,37.69280071,-121.9037143,Property Damage Only,0,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,67,Female,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,56,Male,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030646,8/31/2013,13:25,Saturday,INDEPENDENCE DR,CRYSTAL LN,6165074.984,2062217.817,37.65051639,-121.8699604,Complaint of Pain,1,0,1,Improper Turning,No,Head-On,Fixed Object,No Pedestrian Involved,22107,,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,56,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,Sleepy - Fatigued,,,,,,,,
201300030671,8/31/2013,17:40,Saturday,STONERIDGE DR,STONERIDGE MALL RD,6150393.647,2077090.35,37.69075577,-121.9214137,Property Damage Only,0,0,1,Improper Turning,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,22,Female,Changing Lanes,Cell Phone Not In Use,None Apparent,HNBD,Driver,31,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300030690,8/31/2013,20:42,Saturday,STANLEY BL,VALLEY AV,6169331.431,2069495.188,37.67056392,-121.85563,Property Damage Only,0,0,1,Unsafe Speed,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Dark - No Street Lights,Functioning,Driver,45,Male,Proceeding Straight,Cell Phone Handsfree In Use,None Apparent,HNBD,Driver,29,Male,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400034209,8/31/2014,09:10,Sunday,BERNAL AV,PLEASANTON AV,6160030.548,2065193.711,37.65835623,-121.8874961,Other Visible Injury,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,68,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201500031777,8/31/2015,07:04,Monday,SUNOL BL,DIAMOND CT,6161704.264,2059767.044,37.64365905,-121.8814816,Complaint of Pain,2,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,48,Male,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,55,Male,Slowing/Stopping,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500031849,8/31/2015,18:20,Monday,STONERIDGE MALL RD,DEODAR WY,6147535.91,2078267.032,37.69384072,-121.9313449,Property Damage Only,0,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,20,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,37,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201600032232,8/31/2016,10:18,Wednesday,MAIN ST,ROSE AV,6163443.727,2065940.993,37.66062306,-121.8757862,Other Visible Injury,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,62,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,40,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700033850,8/31/2017,07:28,Thursday,SUNOL BL,ON RAMP NB I680 FROM WB SUNOL BL,6161127.957,2058636.058,37.64040551,-121.8833226,Complaint of Pain,3,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,60,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,29,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700033871,8/31/2017,08:41,Thursday,STANLEY BL,MAIN ST,6164850.862,2067892.003,37.66598092,-121.8709252,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,19,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,23,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700034014,8/31/2017,20:35,Thursday,STONERIDGE MALL RD,SPRINGDALE AV,6148478.577,2077649.698,37.69214541,-121.9280872,Complaint of Pain,1,0,1,Auto R/W Violation,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Dark - No Street Lights,No Controls Present / Factor,Driver,26,Female,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,42,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201000036873,8/4/2010,14:33,Wednesday,FOOTHILL RD,OFF RAMP EB I580 TO FOOTHILL RD,6146564.166,2079538.38,37.69733207,-121.9347033,Severe Injury,1,0,,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,,Clear,No Unusual Condition,Daylight,Functioning,Driver,49,Not Stated,Making Right Turn,Not Stated,Not Stated,HNBD,Driver,51,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,M/C Helmet Driver - Yes
201000036890,8/4/2010,16:30,Wednesday,SANTA RITA RD,SILVER ST (W),6164217.772,2068655.642,37.66805755,-121.8733155,Property Damage Only,0,0,,Unsafe Speed,No,Sideswipe,Fixed Object,No Pedestrian Involved,22350,,Clear,Construction or Repair Zone,Daylight,Functioning,Driver,64,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201000036894,8/4/2010,16:42,Wednesday,SANTA RITA RD,SCHOOL ST,6164265.692,2068673.024,37.66810528,-121.8731499,Property Damage Only,0,0,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,22350,,Clear,Construction or Repair Zone,Daylight,None,Driver,44,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,,,,,,,,
201000036897,8/4/2010,16:52,Wednesday,FOOTHILL RD,DUBLIN CANYON RD,6146737.916,2078892.142,37.69555739,-121.9341028,Property Damage Only,0,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,62,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,55,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201135584,8/4/2011,08:51,Thursday,SANTA RITA RD,MOHR AV,6163517.151,2073877.153,37.68247275,-121.8759584,Property Damage Only,0,0,1,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,None,Driver,17,Female,Making Left Turn,Cell Phone Not In Use,Violation,HNBD,Driver,19,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201200028925,8/4/2012,17:45,Saturday,SANTA RITA RD,VALLEY AV,6164075.286,2071733.184,37.67656164,-121.8738349,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21453,B,Clear,No Unusual Condition,Daylight,Functioning,Driver,17,Female,Making Right Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,20,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201300027232,8/4/2013,15:01,Sunday,DUBLIN CANYON RD,FOOTHILL RD,6145477.774,2079713.515,37.69781303,-121.938458,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,64,Female,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,,,,,,,,
201300027235,8/4/2013,15:23,Sunday,FOOTHILL RD,CANYON WY,6146806.701,2078730.14,37.6951125,-121.933865,Property Damage Only,0,0,1,Unsafe Lane Change,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,21658,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,26,Male,Changing Lanes,Cell Phone Not In Use,Unfamiliar With Road,HNBD,Driver,36,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201300027248,8/4/2013,18:16,Sunday,VALLEY AV,SANTA RITA RD,6164066,2071769,37.67666,-121.873867,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,C,Clear,No Unusual Condition,Daylight,Functioning,Driver,65,Female,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Driver,42,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500028256,8/4/2015,16:31,Tuesday,HOPYARD RD,OWENS DR,6155333.121,2079955.564,37.69879507,-121.9044847,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,30,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029171,8/4/2017,17:41,Friday,STONERIDGE DR,STONERIDGE MALL RD,6149996.192,2077135.388,37.69087945,-121.9227872,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,55,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,Under Drug Influence,Driver,50,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029195,8/4/2017,21:17,Friday,FOOTHILL RD,OFF RAMP EB I580 TO FOOTHILL RD,6146582,2079441,37.69706465,-121.9346417,Property Damage Only,0,0,,Unknown,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,,,,,,,Driver,52,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201800030584,8/4/2018,15:56,Saturday,BERNAL AV,HEARST DR,6168025.142,2063760.868,37.65475392,-121.8597705,Complaint of Pain,1,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,36,Female,Other Unsafe Turning,Cell Phone Not In Use,None Apparent,HNBD,,,,,,,,
201400030490,8/5/2014,09:35,Tuesday,SANTA RITA RD,FRANCISCO ST (W),6164227,2071148,37.67495462,-121.8733107,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,37,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,36,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201400030539,8/5/2014,17:12,Tuesday,SANTA RITA RD,VALLEY AV,6164066,2071769,37.67666,-121.873867,Other Visible Injury,1,0,1,Auto R/W Violation,Felony,Other,Bicycle,No Pedestrian Involved,21453,C,Clear,No Unusual Condition,Daylight,Functioning,Driver,,,Making Left Turn,,Violation,HBD Impairment Unknown,Bicyclist,41,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,
201500028365,8/5/2015,13:35,Wednesday,OLD BERNAL AV,BERNAL CT,6162059,2065129,37.65839317,-121.8805694,Other Visible Injury,1,0,1,Improper Turning,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Daylight,Functioning,Driver,45,Female,Making Left Turn,Cell Phone Not In Use,None Apparent,HNBD,Driver,45,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201500028408,8/5/2015,14:00,Wednesday,SANTA RITA RD,PIMLICO DR,6164716.118,2080423.725,37.70053426,-121.8720899,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,42,Female,Slowing/Stopping,Cell Phone Not In Use,Inattention,Impairment Not Known,Driver,30,Female,Stopped In Road,Cell Phone Not In Use,None Apparent,Impairment Not Known,Lap/Shoulder Harness Used
201600028363,8/5/2016,15:51,Friday,STANLEY BL,VALLEY AV,6168664.693,2069404.489,37.67031485,-121.8579335,Complaint of Pain,1,0,1,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,34,Female,Proceeding Straight,Cell Phone Not In Use,Inattention,HNBD,Driver,35,Male,Stopped In Road,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029286,8/5/2017,13:40,Saturday,WILLOW RD,GIBRALTAR DR (N),6157128,2078870,37.69581391,-121.8982815,Complaint of Pain,2,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21800,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,49,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,54,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029288,8/5/2017,13:42,Saturday,LAS POSITAS BL,FAIRLANDS DR,6163242,2077379,37.69208947,-121.8769091,Complaint of Pain,1,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,Functioning,Driver,55,Male,Entering Traffic,Cell Phone Not In Use,None Apparent,HNBD,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
201700029325,8/5/2017,21:05,Saturday,ST MARYS ST,PETERS AV,6163303,2066770,37.66289968,-121.8762724,Property Damage Only,0,0,1,Driving Under Influence,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,23152,A,Clear,No Unusual Condition,Dark - Street Lights,No Controls Present / Factor,Driver,62,Male,Proceeding Straight,Cell Phone Not In Use,Violation,HBD Under Influence,Parked Vehicle,,,Parked,Cell Phone Not In Use,None Apparent,Not Applicable,
201700029337,8/5/2017,22:57,Saturday,OWENS DR,OWENS CT,6156265.002,2080356.034,37.69989483,-121.901264,Property Damage Only,0,0,1,Improper Turning,No,Hit Object,Fixed Object,No Pedestrian Involved,22107,,Clear,No Unusual Condition,Dark - Street Lights,Functioning,Driver,35,Male,Making U Turn,Cell Phone Handheld In Use,Violation,HNBD,,,,,,,,
201800034938,8/5/2018,13:00,Sunday,FAIR ST,CREEK TRAIL DR,6161098.942,2067990.9,37.66613746,-121.8839401,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21804,A,Clear,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,23,Male,Backing,Not Stated,None Stated,Not Stated,Bicyclist,52,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - No
201000037287,8/6/2010,13:22,Friday,MUIRWOOD DR,HILLVIEW CT,6150957.466,2074875.591,37.68467363,-121.9194651,Property Damage Only,0,0,,Unsafe Starting or Backing,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,22106,,Clear,No Unusual Condition,Daylight,None,Driver,26,Not Stated,Backing,Not Stated,Not Stated,Impairment Not Known,Parked Vehicle,,Not Stated,Parked,Not Stated,Not Stated,Not Applicable,Not Stated
201000037138,8/6/2010,17:56,Friday,STONERIDGE DR,DENKER DR,6153991.185,2077081.653,37.69090279,-121.9091221,Other Visible Injury,1,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,Functioning,Driver,18,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,26,Not Stated,Stopped in Road,Not Stated,Not Stated,HNBD,Lap/Shoulder Harness Used
201000037326,8/6/2010,18:19,Friday,PIMLICO DR,SANTA RITA RD,6165105.905,2080329.351,37.7002751,-121.8707427,Other Visible Injury,1,0,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,22350,,Clear,No Unusual Condition,Daylight,None,Driver,56,Not Stated,Proceeding Straight,Not Stated,Not Stated,HNBD,Driver,19,Not Stated,Making Right Turn,Not Stated,Not Stated,HNBD,M/C Helmet Driver - Yes
201100035923,8/6/2011,11:35,Saturday,VINEYARD AV,RUBY HILL BL,6182940.283,2062928.891,37.65309532,-121.8083092,Other Visible Injury,1,0,1,Auto R/W Violation,No,Broadside,Bicycle,No Pedestrian Involved,21801,,Clear,No Unusual Condition,Daylight,None,Driver,18,Male,Making Left Turn,Cell Phone Not In Use,Vision Obscurements,HNBD,Bicyclist,28,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,M/C Helmet Driver - Yes
201500028527,8/6/2015,14:39,Thursday,SUNOL BL,ON RAMP NB I680 FROM EB SUNOL BL,6160927,2058505,37.6400456,-121.8840166,Other Visible Injury,2,0,1,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,21802,A,Cloudy,No Unusual Condition,Daylight,No Controls Present / Factor,Driver,18,Female,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Driver,22,Male,Proceeding Straight,Cell Phone Not In Use,None Apparent,HNBD,Lap/Shoulder Harness Used
